"income","height","weight","age","marital","sex","education","afqt"
150000,73,185,54,"married","male",12,47.45
62000,71,205,49,"married","male",12,34.339
0,74,178,49,"married","male",12,15.678
25000,71,175,48,"divorced","male",14,91.199
46000,71,230,52,"married","male",18,94.207
66000,66,120,50,"divorced","female",18,85.366
65000,67,140,51,"divorced","female",16,73.243
11000,64,170,48,"married","female",17,100
79000,68,225,52,"divorced","female",17,98.236
42000,65,112,50,"divorced","female",17,4.049
60000,70,214,54,"divorced","male",16,92.319
39000,65,225,50,"married","female",16,77.471
0,69,207,49,"divorced","male",11,4.672
0,64,178,48,"married","female",13,26.365
10576,64,165,54,"single","female",10,13.143
0,62,374,51,"single","female",10,6.324
0,64,155,48,"single","female",10,8.101
24000,67,250,55,"single","female",8,12.727
15000,64,175,49,"divorced","female",12,37.759
35000,61,200,51,"divorced","female",12,40.617
32000,60,170,48,"married","female",14,64.065
0,66,NA,52,"divorced","female",16,71.23
13000,69,180,50,"single","male",11,28.954
8000,72,177,49,"divorced","male",8,3.732
18000,65,143,48,"divorced","male",12,4.871
45000,63,250,53,"married","male",12,65.206
86000,71,155,49,"single","male",20,70.337
0,63,125,53,"married","female",12,22.497
0,63,190,54,"married","female",12,3.156
60000,64,152,50,"married","female",18,84.635
0,70,164,51,"married","female",16,86.124
96000,73,195,51,"divorced","male",NA,87.785
343830,72,190,49,"divorced","male",17,73.413
37000,70,168,51,"married","male",11,NA
35000,72,195,52,"married","male",16,77.043
17000,63,125,53,"divorced","female",12,15.555
16000,66,170,55,"married","female",10,0.29
56000,72,204,48,"single","male",14,34.012
60000,69,217,55,"married","male",11,12.878
40000,73,275,53,"divorced","male",12,33.045
84000,66,195,54,"divorced","male",12,80.231
23500,69,275,52,"married","female",12,45.58
85000,65,145,53,"married","female",12,70.03
0,70,195,52,"single","male",8,0.887
0,71,196,55,"single","male",8,0.958
10000,63,181,53,"married","female",12,4.341
9000,63,215,50,"married","female",12,8.758
112000,70,195,52,"married","male",18,35.78
0,61,160,54,"single","female",12,15.431
15000,67,215,50,"widowed","female",12,14.876
45000,60,110,48,"divorced","female",14,43.456
18000,63,136,52,"married","female",11,7.901
83000,69,305,52,"single","female",16,88.023
43000,65,151,51,"single","female",12,24.473
25000,64,165,48,"married","female",12,68.497
50000,71,300,51,"single","male",14,76.163
96000,62,230,49,"married","female",16,71.597
39957,71,245,52,"divorced","male",12,65.317
0,63,116,49,"married","female",20,100
0,63,105,52,"married","female",18,98.87
35000,67,175,50,"divorced","male",9,1.672
0,63,126,48,"divorced","female",10,12.621
32000,69,170,51,"single","male",12,59.139
40000,72,220,55,"divorced","male",11,15.428
86000,69,220,55,"married","male",14,97.926
171000,70,195,54,"married","male",18,98.356
71000,67,130,56,"widowed","female",19,89.998
343830,74,195,54,"married","male",16,44.711
48000,63,125,55,"divorced","female",14,55.829
123000,68,187,51,"married","female",18,65.903
50000,70,160,48,"single","female",4,87.203
106000,71,240,55,"married","male",12,40.507
0,74,333,50,"single","male",14,72.495
0,64,126,49,"married","female",12,42.501
67000,63,140,56,"married","female",12,44.401
21000,64,250,48,"married","female",12,41.686
18000,65,175,55,"married","male",10,NA
0,65,225,52,"divorced","female",14,31.751
31000,67,170,51,"divorced","female",15,31.89
40000,62,180,50,"married","female",12,38.104
40000,61,149,50,"married","female",12,22.955
0,73,270,55,"divorced","male",16,99.147
33000,71,210,51,"divorced","male",13,56.257
0,62,138,53,"married","female",13,50.405
42000,64,187,53,"married","female",12,28.786
33000,63,143,50,"divorced","female",12,25.911
47000,73,215,49,"married","male",13,65.998
44888,66,158,51,"single","female",16,72.569
0,65,168,54,"married","female",16,53.067
28000,64,185,53,"divorced","female",12,17.614
135000,68,180,54,"married","male",16,80.556
343830,70,173,53,"married","male",16,83.528
150000,72,179,51,"single","male",16,79.836
24000,66,170,51,"divorced","female",11,58.247
26000,67,137,54,"divorced","male",12,2.509
0,71,157,50,"divorced","male",12,3.686
37000,73,230,48,"divorced","male",12,8.719
0,65,196,51,"single","female",12,0.157
10044,69,191,49,"single","male",10,4.843
68000,61,233,51,"married","female",16,25.334
29000,73,210,55,"single","male",12,39.245
40000,65,200,52,"divorced","female",14,27.018
16000,64,132,50,"married","female",16,45.679
0,64,135,48,"married","female",14,34.867
0,60,105,55,"divorced","female",12,38.966
5920,62,180,53,"married","female",10,20.274
30000,66,240,54,"married","female",14,10.734
21000,60,200,50,"married","female",13,42.776
40000,72,230,54,"married","male",12,53.364
0,64,130,51,"married","female",12,33.971
24500,69,170,51,"single","male",14,26.109
20800,64,150,53,"married","female",13,72.62
23000,71,198,53,"married","male",16,87.82
155000,64,145,54,"single","female",18,94.662
95000,72,205,48,"married","male",16,62.064
44500,65,186,51,"married","female",16,96.106
53000,64,150,50,"married","female",16,67.83
14000,66,194,50,"married","female",12,74.366
150000,71,207,55,"divorced","male",13,14.174
60000,67,145,54,"married","female",18,91.545
100000,66,NA,56,"married","female",16,90.731
343830,71,175,52,"divorced","male",20,100
165000,72,190,50,"married","male",16,58.93
45000,65,170,52,"married","female",18,86.394
63000,69,190,50,"divorced","male",15,79.064
62000,62,200,54,"married","female",18,31.096
30000,70,290,52,"married","male",12,20.717
43000,61,265,51,"married","female",16,15.64
0,67,185,50,"married","male",14,28.225
35000,66,186,48,"married","male",12,32.369
60000,62,118,50,"married","female",16,70.028
72000,68,142,50,"divorced","male",15,58.587
24000,63,170,54,"married","female",9,17.116
0,60,135,52,"divorced","female",16,49.449
56000,69,205,51,"single","male",15,23.078
25000,73,230,51,"single","male",9,0.349
32000,72,210,49,"married","male",8,7.028
0,66,230,51,"married","female",11,22.441
16000,68,195,53,"separated","female",12,24.26
150000,67,240,54,"single","female",20,82.941
18000,65,167,51,"separated","female",10,0.47
29000,69,190,49,"single","male",12,3.778
0,66,190,55,"divorced","female",10,3.31
0,64,155,51,"single","female",11,2.636
19000,71,165,50,"married","male",12,14.118
20000,66,156,52,"married","female",12,14.231
0,68,300,48,"married","female",12,4.968
18000,66,180,52,"divorced","female",12,0.899
29000,69,210,49,"married","male",12,7.51
26000,68,244,53,"single","female",12,15.04
0,63,NA,55,"widowed","female",12,1.354
0,65,158,54,"single","female",10,12.655
7000,66,150,54,"widowed","female",11,1.21
70000,72,260,50,"married","male",12,48.703
25000,61,NA,55,"separated","female",14,18.945
60000,60,120,49,"married","female",19,86.922
8500,67,145,53,"separated","female",18,36.925
10000,61,150,52,"married","female",16,17.52
51000,63,160,50,"married","male",13,9.121
55000,61,155,49,"married","female",12,38.073
32000,67,265,53,"divorced","male",12,29.091
72072,67,207,54,"married","female",14,54.782
52300,70,145,48,"divorced","female",18,70.563
0,69,170,51,"divorced","female",12,8.278
0,64,200,48,"married","female",11,14.519
0,69,162,50,"divorced","male",12,51.721
0,68,148,52,"divorced","male",12,20.12
32000,62,163,49,"divorced","female",12,45.325
0,72,260,49,"divorced","male",12,12.838
64000,71,215,54,"divorced","male",12,64.562
21000,61,145,55,"married","female",13,31.365
77000,67,138,54,"divorced","female",18,54.28
24000,66,170,48,"married","female",13,52.948
60097,71,225,50,"married","male",13,17.735
18000,75,239,48,"married","male",10,34.121
0,65,135,50,"married","female",14,62.762
0,64,135,55,"married","female",12,12.013
38000,70,190,52,"married","male",9,10.889
0,59,130,54,"divorced","female",14,66.079
40000,63,130,53,"married","female",18,83.788
26240,63,204,51,"married","female",14,74.608
200,66,180,54,"single","male",12,58.315
0,67,185,52,"married","male",12,NA
75000,71,200,50,"divorced","male",12,59.704
42000,71,230,53,"married","male",12,37.465
14000,66,114,52,"divorced","female",16,73.865
49450,64,185,49,"divorced","female",16,92.033
45000,64,170,54,"married","female",15,81.419
21000,69,180,52,"married","male",12,33.843
16800,65,125,49,"divorced","female",18,92.277
0,70,170,48,"divorced","male",12,28.888
36600,66,189,49,"married","female",18,96.091
0,66,178,48,"divorced","female",10,25.934
34000,65,190,51,"divorced","female",16,6.841
85000,72,275,50,"married","male",14,7.088
32000,72,237,54,"married","male",15,10.393
23000,74,225,49,"single","male",12,26.637
32000,65,134,54,"single","female",14,38.983
17000,73,185,49,"divorced","male",14,8.107
40000,56,202,53,"married","female",16,35.191
33000,66,190,49,"widowed","male",14,51.781
2000,60,160,50,"separated","female",12,37.982
26000,72,135,48,"single","male",7,35.904
38500,68,175,53,"married","male",12,27.851
0,61,170,50,"divorced","female",8,27.097
114000,73,220,50,"married","male",18,75.712
39000,65,140,49,"separated","female",12,48.847
1500,67,235,53,"divorced","male",10,20.649
0,62,144,51,"separated","female",11,6.654
0,68,135,51,"married","female",16,48.538
50000,71,330,55,"married","male",16,46.54
21000,64,250,55,"married","female",12,41.138
15000,63,170,51,"divorced","female",12,1.521
343830,75,220,48,"married","male",15,70.51
22000,68,210,51,"married","male",10,26.151
37000,72,307,55,"single","male",8,22.661
48000,74,220,50,"married","male",12,6.629
92000,72,200,54,"divorced","male",14,100
62000,74,170,52,"divorced","male",11,51.798
54000,63,145,50,"married","female",18,85.328
18000,62,250,50,"married","female",16,34.87
100000,69,163,55,"married","male",16,82.181
0,63,115,50,"married","female",16,55.253
56000,64,150,51,"married","female",13,59.279
0,82,300,49,"divorced","male",10,4.631
0,76,200,48,"divorced","male",8,10.551
0,70,188,55,"separated","male",8,7.949
38000,73,205,52,"divorced","male",16,66.383
8500,64,100,50,"widowed","female",12,11.492
0,73,190,53,"divorced","male",10,10.129
0,61,115,51,"married","female",14,28.553
97000,65,130,54,"single","female",18,67.442
70000,76,310,54,"married","male",12,50.722
175000,64,127,51,"married","female",16,50.056
75000,70,220,49,"married","male",14,NA
27000,72,163,47,"divorced","male",12,54.619
28000,66,225,53,"married","female",12,44.286
0,69,165,50,"divorced","male",14,50.963
110000,72,175,55,"married","male",13,NA
32000,67,150,50,"widowed","female",16,87.399
49500,71,230,55,"married","male",12,5.401
50000,61,175,55,"divorced","female",17,61.346
34000,64,150,55,"married","female",12,28.956
17000,62,125,48,"divorced","female",12,24.454
36000,65,135,49,"married","female",20,96.033
40000,76,250,54,"married","male",15,56.984
33000,64,260,54,"divorced","female",12,36.305
17500,73,240,52,"married","male",16,85.66
38000,73,260,52,"married","male",16,96.899
0,73,210,51,"married","male",12,52.74
0,62,150,48,"divorced","female",12,12.913
50000,66,180,50,"divorced","male",16,NA
18000,62,115,49,"married","female",16,69.216
22178,70,350,55,"divorced","female",14,27.373
0,64,264,54,"separated","female",16,17.999
6000,66,230,53,"divorced","female",16,72.864
58000,62,300,51,"divorced","female",14,27.402
82000,72,202,48,"married","male",15,38.627
0,67,146,48,"single","female",12,3.013
0,69,169,54,"single","female",16,28.114
60000,69,230,50,"married","male",12,2.991
0,68,160,49,"divorced","male",12,13.4
40000,63,142,48,"divorced","female",14,44.576
70000,64,254,48,"married","female",18,48.443
81000,74,330,49,"married","male",12,33.299
0,59,185,54,"widowed","female",7,0.332
90000,73,250,54,"married","male",16,66.493
70000,66,158,52,"married","female",16,67.269
68000,64,167,49,"married","female",20,45.317
48000,72,165,55,"married","male",12,26.78
10000,62,243,53,"married","female",16,26.21
77000,62,165,50,"divorced","female",14,74.636
0,55,140,52,"married","female",9,27.325
122000,62,120,49,"married","female",16,97.237
40000,65,192,49,"married","male",14,23.686
4680,68,160,51,"separated","male",9,NA
137000,68,195,50,"divorced","male",14,60.978
0,62,130,48,"married","female",12,33.509
10000,63,165,50,"divorced","female",13,45.789
10000,64,180,50,"divorced","female",12,15.238
19440,66,274,54,"married","male",11,1.65
0,59,265,52,"separated","female",12,5.068
22000,62,160,51,"married","female",11,20.731
28000,69,186,48,"married","male",NA,24.893
49000,72,238,47,"married","male",12,61.57
16800,63,185,51,"divorced","female",10,4.111
0,75,200,51,"married","male",8,52.88
48000,64,197,54,"married","female",13,50.462
129000,73,198,54,"married","male",12,NA
48000,70,270,49,"divorced","male",12,77.186
40000,66,210,50,"married","female",12,54.506
94000,65,155,48,"single","female",14,84.308
65000,69,210,55,"single","male",16,82.219
1000,69,238,52,"married","male",16,59.004
65000,66,205,52,"married","male",16,18.811
65000,70,200,49,"married","male",16,36.667
28800,72,220,51,"married","male",12,1.985
23000,62,160,52,"separated","female",12,14.857
17000,67,146,50,"separated","female",8,8.681
38000,65,213,49,"single","female",11,4.199
0,62,225,51,"widowed","female",12,6.415
20000,66,210,50,"separated","female",12,10.283
17000,62,150,49,"single","female",7,4.354
48000,62,200,48,"married","female",12,13.34
38000,66,175,49,"married","female",16,92.833
61000,63,187,49,"married","female",14,NA
0,62,163,56,"separated","female",7,14.511
0,71,205,49,"separated","male",9,34.476
0,73,223,53,"married","male",12,39.235
60000,64,135,48,"divorced","female",14,85.258
0,67,160,54,"divorced","male",12,62.549
50000,71,165,49,"married","male",9,NA
0,62,190,48,"married","female",9,17.597
45000,70,160,54,"married","male",12,36.634
24161,63,154,55,"married","female",9,20.96
50000,65,125,52,"married","female",20,64.514
60000,66,218,55,"married","male",9,15.586
0,60,170,55,"married","female",14,72.829
43000,65,235,54,"divorced","female",12,54.932
343830,73,202,51,"married","male",18,97.372
0,66,160,53,"single","male",12,3.765
84000,74,225,55,"married","male",16,49.641
35000,64,171,53,"separated","female",12,2.788
12038,56,115,48,"separated","female",12,4.102
0,73,215,55,"divorced","male",11,3.917
53000,72,350,53,"married","male",12,33.156
68000,72,260,49,"married","female",12,42.852
0,75,275,55,"single","male",12,10.987
25000,65,175,51,"divorced","female",12,14.083
72000,72,200,56,"married","male",14,82.535
0,63,162,49,"married","female",12,65.038
12000,60,163,54,"married","female",12,19.342
67000,74,250,52,"married","male",16,89.32
15542,65,185,55,"married","female",12,47.406
62000,73,200,53,"married","male",12,24.715
80000,74,183,49,"married","male",17,97.458
343830,68,150,55,"married","male",17,93.087
50000,69,190,54,"married","male",15,77.446
42000,72,350,53,"married","male",13,88.937
0,65,250,51,"married","female",12,60.833
30000,68,150,48,"divorced","male",14,96.289
0,72,230,54,"married","male",16,90.493
26880,68,295,49,"single","female",16,66.956
42450,66,285,52,"single","female",18,63.161
10000,63,165,51,"married","female",15,80.758
10000,65,190,53,"divorced","female",14,45.16
343830,71,275,50,"married","male",12,44.773
34104,65,260,56,"divorced","female",12,8.674
33000,66,210,55,"divorced","male",12,6.09
14000,66,183,53,"married","female",16,67.176
12000,62,120,51,"widowed","female",11,3.263
21000,64,140,52,"married","female",12,24.67
30000,68,160,55,"married","male",12,2.099
0,67,160,52,"divorced","male",10,13.552
22800,66,NA,52,"separated","female",12,35.947
1800,69,200,48,"married","female",14,30.909
